sarc,text
1,Dr. Phil looks SO happy to be there.
1,Alex Riley is carrying AJ over his shoulder and out while it was going on
1,I loveeeeeee waiting at work until 9:30 for an emergency that doesn't show up.
1,"1 program ilmu agama x dibnrkn n kita mrh2. Klau dibnrkn, kita prgi ke? Rasanya x.Sbb org Msia sndri duk tnjuk ni bkn ngara islam "
1,"why yes mom, you're right, obviously i don't care if i graduate. that's why i stopped doing any sort of work and dropped out."
1,"Dinner = a bag of popcorn, an orange, and lots of chocolate. SO HEALTHY! "
1,"If I could count all the times a perv disguised himself as a woman to assault me in a bathroom, instead of just doing it wherever"
1,I love it when my roommates smoke in the dorms!
1,"- why wasn't the radical mongoose involved in that last match, I feel ripped off."
1,Ah  . . .  to be a in life  :D   Such ! 
1,Sami vs AJ? who wants to see that?
1,Overworked my knee running. Great
1,Could someone please tell me if the Cubs are getting no-hit? I can't find it anywhere
1,"So a without a bunch of handicap matches due to an evil authority figure, that'll never work"
1,I was so productive today
1,"Lookit Jericho talking about burying people, he sure showed those internet smarks! Sure showed 'em good."
1,Apparently Matt Damon is in Omaha.
1,I love the fact that the Lakers showed up for Kobe's last road game.
1,"- Yay, the radical mongoose is in a match tonight. My life is complete."
1,"To the woman teaching her 10 yr old kid how to use an EBT card...way to go...nice that you're teaching him ""responsibility""."
1,Give Cingrani credit. He was stubborn with that ugly ass pitch to Soler
1,"Hey everybody, I'm back home in time for a whizbang overrun--
HOLY SHIT BRAY WYATT AND ROMAN REIGNS TEAMING?!"
1,I need to do a better job delivering
1,"Ooh, harsh comeback bro. I'm sure he'll really be crying into his pillow after that one."
1,Isn't it awesome watching former Jazz players dash our playoff hopes?
1,Nothing feels better than when the hot water turns cold in the middle of your shower.
1,"Dumbo Diaz just joined Hoover in being my favorite Reds pitchers.
I know it's ""Jumbo""."
1,Let's just not swing at strikes right down the middle. Great strategy.
1,Yuuuppp I'm surrounded by friends all the time.
1,"It's not okay if white people make racist statements, but it's okay if non-whites make racist statements to white people.

Nice logic."
1,People who take me serious are boring. 
1,want no part of this soon-to-be 41-41 juggernaut!
1,Whoa another 1-2-3 inning for the
1,I'm so glad that the carseat was in the truck so now I can't go anywhere with ky
1,I think it's so wonderful how my medical bills have made it necessary to possibly drop out of college.
1,"Knowing they may face the in 1st round, do rest players instead of go for meaningless 73 win season record?"
1,It's today? Guess my humans didn't get the memo. Typical only thinking about themselves. &lt;--
1,Thank you PLN for black-outing in the middle of our cooking. Not like we need power for electric oven!
1,"Nothing says X-Mas cheer like Jessica Simpson's cover of ""Jingle Bells"" blaring in the attack -S"
1,Oi just hit me with that Titlefall 2 season pass already fam. I'm ready.#Titanfall2
1,"if we're not meant to have midnight snacks, WHY IS THERE A LIGHT IN THE FRIDGE????"
1,Two emergency meetings in the span of less than a week?! Oh boy!
1,ONE was trending last week. Wonder if will be this week.
1,Morning &amp; Late &amp; Tweeting.. Deadly Combo!!
1,"It's said that is the lowest form of. To that I say ""No, really? Hey, somebody give this person a!"""
1,"Oh no, someone kidnapped Cordelia!"
1,Whoa!! Breaking news guys - did you know Pixar's been hiding A113 in its films for years??!!
1,"Yes, I really do love staying up for absolutely no fucking reason.
"
1,I miss daily stand-ups.
1,Corporations love overregulation and overtaxation. They'll be so grateful that they'll create millions of jobs.-nope
1,"""#KatrinaKaif removed from's family WhatsApp group"" reported. Really don't know how to go about my life now!"
1,"Tomorror, Paul heyman with his client broke will be present at bandra police station to file a case against Salman's SULTAN (2/2)"
1,"I'm REALLY looking forward to today, especially the walking and transportation across the whole of Birmingham part!"
1,Das WLAN ist mal wieder traumhaft hier oben im zwieten Stock. Nicht.
1,Got a really fun day today!
1,"Arjun Kapoor is so irritating in 
Sorry sorry he's Acting* actually "
1,"should cook food, because he's very good in pakaofying. "
1,So Allister Coetzee is the new thats a surprise. Didnt see that one coming...
1,Should I have added?? Idiot.
1,It's nosebleed season! Yay.
1,"It's said that is the lowest form of. To that I say ""No, really? Hey, somebody give this person a!"""
1,Finding gothic features in a book of gothic texts is such a challenging task
1,I love not being able to sleep
1,"Nothing like going to bed upset, waking up upset &amp; not sleeping much in between. Going to be a good day."
1,So glad my toddler chose this particular week to start acting like a total jagoff
1,Aula de Filosofia brutal !
1,"If Trump becomes President &amp; Clive Palmer loses his MP status, could he be appointed the Australian Ambassador in the USA? "
1,Oh miami. How much i love you.
1,So upset to find out the Pringle holder on my treadmill is for water...
1,often resort to when attempting to not be rude while delivering.
1,I always get the happy bus drivers don't I
1,It has come to our attention that some of our followers and re-tweeters might not pass a Turing test. The beauty of APIs...
1,"Wow, I just love people."
1,I love being psychotic and waking up in the middle of my sleep!!!!
1,Catching the bird all the way round and then hawa mei udana is called FREEDOM
1,"Trots om NL te zijn.
Voor vs tegen(Referendum, Zwarte Piet, Vluchtelingen)
Autochtoon vs Allochtoon
We zijn allemaal Nederlanders!"
1,"oh, I don't think anyone understands my excitement!"
1,I love when sunshine is the reason for moving slowly on my morning commute
1,"A village Panchayat in UP -Baghpat area banned women to wear jeans and tight clothes. At the other end no dowry,female feoticide"
1,3 hours spent trying to run one network cable.  My life is complete.
1,"Old people standing around saying, ""...in my day..."" is always an effective tool for change...
"
1,Downgrades world growth. Shocking. $ES_F $SPY $SPX
1,"Hello Leominster, you seem to be a bouncing place"
1,My lifes fucking perfect
1,there's nothing more exciting than waking up at 4am to study for midyear exam
1,First time I've left my dorm in around a week. Yay for illness and mental breakdowns!
1,sa Wakas nalunok mo na din yang PRIDE mo! ano masarap ba? nilunok mo ata ng buo?
1,I love my job
1,"Just another work day. Oh right, I'm a farmers wife. I don't do anything either with that job role."
1,No reason to be excited today...it's only the Yankees in town. Let's go! It's game day!
1,"yep, you'll each get nothing... Ah the cost savings."
1,I love being at Pizza Hut early in the morning.
1,This is going to be an awesome day...I can feel it. It's not even 11. What else could go wrong.
1,"We obviously need, like we need or."
1,"They said ""prostitution"" is not good. Once they tasted of it now they say prostitution is ok but ""prostitutes"" are not good."
1,"Uck: flat tire! Just how I wanted to spend my ""Mother's Day out"" time. Good thing the car is full of groceries."
1,"or? Customer has just come in &amp; said ""Glorious out there"". in the rain -"
1,When Donald Trump is president all rap songs that mention a foreign will be changed to include a wall/border &amp; birth certificate
1,When Donald Trump is president all rap songs that mention a foreign will be changed to include a wall/border &amp; birth certificate
1,I think Stephen Curry might win MVP? Probably not though.
1,"Since I've been here, this is the first time I feel they actually care about me.... hahahaha"
1,Viewing figures on Saturday must have gone through the roof then...
1,Came out to my mother as furry. That went well.
1,I can't believe they saved Curly Sue for last!
1,"Love the whole beard faze. At last hobo's, old, and ugly ppl finally have chance to fit in with the rest of society"
1,Happy Equal Pay day to all my female followers. Now go buy yourself something pretty.
1,"If I don't instagram a gym pic,  did I really lift any weights?"
1,Thank goodness Oxford finally has a Bishop. Now I can move on with my life and the world can start functioning again
1,"It's said that is the lowest form of. To that I say ""No, really? Hey, somebody give this person a!"""
1,Deepika could you please stop to breathe? This is attention seeking at it best
1,If you translate the word 'Politics' from Latin into English you get 'hypocrisy'
1,If I were a state legislator in North Carolina -- I'd definitely be persuaded by a porn site's decision to boycott my state.
1,"I just love knowing that my true friends are me, myself and I."
1,Nobody likes my steel..that just makes me want to sell it.
1,"So disappointed that I got a 94 on my midterm in my grad class, I had a 100 average in the class before this happened."
1,Telling people they can't get their money back is always fun!!!
1,"Paani ki kami se bhale khet yaa insan mare, lekin abhi kuch Mandir bache hai pravesh karne ke liye :-(

GiNi
"
1,"Let's stress about things that don't need to be stressed about or could be easily fixed by not being a scared, lazy bitch! Yay!"
