body,sarcasm
"Well, j, the blah blah blah part was pretty important.   It said, ""Seife is referring to how information continues to exist in some form after it has been violently altered; the smoke from a burning newspaper contains data about the newspaper's content, albeit impossible to reconstruct, and even black holes seem not to truly eradicate the information in the matter they consume. All of which has nothing to do with Dembski's claim..."" which is true. One definition has nothing to do with the other. Blah blah blah.   http://www.uncommondescent.com/index.php/archives/903",1
And...?,1
"And YET! The good mayor has the time, money, and extra man power to go to other cities and look for crimes?   Heck. I have been to New York, and he has an awful lot of nerve going anywhere else looking for crimes to solve. And what criminal enterprises has the people of his good city people supplied other cities with. I mean besides the crimes his investigators committed. Drugs, thugs, and murderers to name a few.   Bloomberg, stay the heck where you belong!",1
"So according to you, you'd prefer it if only the bad guys are armed, because that makes it easy to tell who's the bad guy and who's the good guy; being the good guy is never armed, and thus never able to defend themselves.",1
I see. So the Bible is true because you claim it is true.,1
Yes. What would a former Archbishop of Canterbury know about Christianity?,1
And I'm guessing by your misinformed posts that you have not been high before. Did you recently watch a film called Reefer Madness by any chance?,1
So penfold and brady you are in favour of denying citizens rights even though they have not been proved to have commited any crime? Ed Kennerdy was on that list so should he be discriminated against even though he has commited NO crime? What is next putting black people on the list purely because of the colour of their skin?   You sicken me you two. Why on gods earth would terrorists be buying civilian guns when they could just use AK47? Did you sniff petrol as a youngster as you seem to have.,1
"And if one accepts that gay citizens have equal rights under that Constitution, then one has to accept that a ban on gay marriage is intrinsically unconstitutional.",1
Well so is falling out of a building onto a piece of rebar. Or getting mashed in a car crash. There are a lot more of those than shootings but you don't seem to care. Why is that? Is it because you love to dance in blood?,1
"Given your very poor English (spelling, punctuation and basic sentence structure), I think the assumption that anyone can understand 'exactly what you are saying' is a very poor one.   Smiley   PS I have highlighted some of the errors in latest attempt.",1
"So the Establishment Clause was included to promote atheism, eh?",1
and for you MIT stat loving freaks: http://web.mit.edu/~noto/Public/bk_v8.pdf,1
"oh, it's obvious that non-darwinists have no affect on you guys. Nothing will ever change your mind because your mind is not made up on the evidence...it's made up on your worldview and your belief in materialism.",1
Just as being anti-gun won't compensate for being born with a small brain.,1
